review,label
"Spotify did work brilliant but recently I have been having issues. When I play music or a podcast the pause button has disappeared and it appears on the interface as if nothing is playing. It the randomly stops and if I press play music/podcast go back to the beginning. Also, if I am connected to a device via Bluetooth and then disconnect music/podcast carry on playing through my phone and the only way to stop it is to quit the app. Very frustrating.",negative
The really incredible I mean it's super duper easy to use and has really good music,positive
Spotify kinda sucks without premium but with premium it easily the best music app.,positive
"I really like using this but of recently I've not been able to pay for the premium package, I want to, but it keeps declining my card, i would really like you guys to look into this",negative
"Keeps crashing in my android phone but works perfect in my iphone. I tried resetting my phone, uninstalling and reinstalling the app, force stopping the app, but still it keeps crashing.",positive
"I have the premium because I'm music obsessed. I hope their pricing policy does not change. With give playlists - one of which has over 20 hours of songs - I could get billed for more than ten and change a month. So the limitless on the size of playlists is awesome, and I can look to add music at any time.",positive
Terrific ads,positive
"Not perfect, but does most everything I want. Easy to navigate and manage music and playlists.",positive
"I HATE IT that Spotify has to add their horrible recommendations to my playlist! This is absolutely stupid and plays songs from artists I don't even care about. I made a playlist to listen to 1 artist only, not a mix of unrelated artists. No wonder people are deleting your stupid app when you do things like this.",negative
Hey there's a recent bug where Spotify decides to not count as playing however it will play audio. Becomes irritating because you cannot stop the audio without swiping the app away Pixel 5 Android 12 AT&T Make sure to reply when you fix so I can put this back at 5 stars,negative
"Just. Amazing. But I gotta warn you tho, you can't really enjoy this app to the fullest with just the free version, the update sucks, really showed how eager Spotify is for peoples money, because of the update, I had no choice but to buy premium, boooo hoo, overall though, 4.3 stars,",negative
"Better than Pandora!!!! Im a new member and its the bomb!!! It made a play list based on what i listen to... Sooo AWESOME!!!! Update, still bomb app!!! Feeling it tough!!",negative
The best app. Music is everything and Spotify makes it easy to get it,positive
"Everything is OK but it will be better if you don't give so many ads, and one more thing there are not many songs like jin's super tuna and more",negative
"The new version (8.7.34.1317) fix my problem, now i can enjoy play music again, spotify is my fav music player right now Good job dev, thanks.",positive
